Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
123,Tuesday,QUEEN AND EAST MALL,Mechanical,12,24,2024-02-20,2,14
52,Tuesday,LAWRENCE AND JANE,Mechanical,19,38,2024-02-20,2,14
52,Tuesday,KEELE AND LAWRENCE,Mechanical,19,27,2024-02-20,2,14
85,Tuesday,SHEPPARD AND SCUNTHORP,Mechanical,9,27,2024-02-20,2,14
79,Tuesday,RUNNYMEDE STATION,Mechanical,26,52,2024-02-20,2,14
929,Tuesday,DUFFERIN AND LAWRENCE,Operations - Operator,8,12,2024-02-20,2,14
72,Tuesday,CARLAW AND EASTERN,Utilized Off Route,10,20,2024-02-20,2,14
989,Tuesday,KEELE STATION,Operations - Operator,15,30,2024-02-20,2,14
64,Tuesday,MAIN STREET STATION,Security,10,20,2024-02-20,2,14
945,Tuesday,STEELES LOOP,Vision,7,20,2024-02-20,2,14
36,Tuesday,FINCH AND ROMFIELD,Mechanical,6,12,2024-02-20,2,14
50,Tuesday,BURNHAMTHORPE AND OLD,Mechanical,20,40,2024-02-20,2,14
79,Tuesday,RUNNYMEDE STATION,Operations - Operator,20,40,2024-02-20,2,15
46,Tuesday,SLINGSHOT,Mechanical,6,18,2024-02-20,2,15
52,Tuesday,DIXON AND ISLINGTON,Mechanical,17,34,2024-02-20,2,15
39,Tuesday,FINCH STATION,Mechanical,6,12,2024-02-20,2,15
74,Tuesday,MT PLEASANT AND EGLINT,Emergency Services,20,40,2024-02-20,2,15
941,Tuesday,FINCH WEST STATION,Mechanical,15,30,2024-02-20,2,15
108,Tuesday,SHEPPARD WEST STATION,Mechanical,10,20,2024-02-20,2,15
63,Tuesday,OSSINGTON AND DUNDAS,Operations - Operator,9,18,2024-02-20,2,15
35,Tuesday,JANE AND WOOLNER,Operations - Operator,12,24,2024-02-20,2,15
95,Tuesday,KINGSTON AND ELLESMERE,Collision - TTC,10,20,2024-02-20,2,16
939,Tuesday,FINCH AND BLACKBIRD GA,Mechanical,12,24,2024-02-20,2,16
35,Tuesday,JANE AND WILSON,Operations - Operator,12,24,2024-02-20,2,16
952,Tuesday,LAWRENCE AND BENTON,Security,12,24,2024-02-20,2,17
24,Tuesday,VICTORIA PARK STATION,Cleaning - Unsanitary,10,20,2024-02-20,2,17
118,Tuesday,JANE AND WILSON,Diversion,25,76,2024-02-20,2,17
34,Tuesday,EGLINTON STATION,Cleaning - Unsanitary,9,18,2024-02-20,2,17
32,Tuesday,EGLINTON AND AVENUE,Security,10,20,2024-02-20,2,17
95,Tuesday,ELLESMERE AND MORNINGS,Emergency Services,10,20,2024-02-20,2,17
927,Tuesday,KIPLING STATION,Mechanical,10,20,2024-02-20,2,17
952,Tuesday,LAWRENCE WEST STATION,Security,12,24,2024-02-20,2,18
32,Tuesday,PINE AND LAWRENCE,Cleaning - Unsanitary,10,20,2024-02-20,2,18
29,Tuesday,QUEEN AND DUFFERIN,Mechanical,8,16,2024-02-20,2,18
23,Tuesday,MAIN STREET STATION,Security,10,20,2024-02-20,2,18
985,Tuesday,MIDLAND AND LAWRENCE,Operations - Operator,10,20,2024-02-20,2,18
985,Tuesday,MIDLAND AND EGLINTON,Operations - Operator,10,20,2024-02-20,2,18
29,Tuesday,20 LAKESHORE BLVD,Mechanical,8,16,2024-02-20,2,18
47,Tuesday,YORKDALE STATION,Operations - Operator,9,35,2024-02-20,2,18
24,Tuesday,VICTORIA PARK STATION,Mechanical,10,20,2024-02-20,2,19
100,Tuesday,WYNFORD AND DON MILLS,Collision - TTC,10,20,2024-02-20,2,19
36,Tuesday,3955 KEELE STREET,Vision,8,16,2024-02-20,2,19
13,Tuesday,AVENUE AND BLOOR,Mechanical,20,40,2024-02-20,2,19
24,Tuesday,VICTORIA PARK AND STEE,Mechanical,8,16,2024-02-20,2,19
90,Tuesday,BATHURST STATION,Mechanical,9,18,2024-02-20,2,20
984,Tuesday,SHEPPARD AND EASTON,Collision - TTC,16,36,2024-02-20,2,20
29,Tuesday,DUFFERIN AND DAVENPORT,Operations - Operator,8,16,2024-02-20,2,20
71,Tuesday,INDUSTRY AND RAY,Mechanical,15,30,2024-02-20,2,20
110,Tuesday,THIRTEENTH AND LAKESHO,Diversion,20,60,2024-02-20,2,20
123,Tuesday,DUNDAS AND ACORN,Operations - Operator,10,20,2024-02-20,2,21
41,Tuesday,KEELE STATION,Vision,10,20,2024-02-20,2,21
124,Tuesday,LAWRENCE AND YONGE,Security,23,46,2024-02-20,2,21
900,Tuesday,ST ALBANS AND KIPLING,Mechanical,10,20,2024-02-20,2,22
12,Tuesday,VICTORIA PARK STATION,Mechanical,10,30,2024-02-20,2,22
85,Tuesday,SHEPPARD AND SETTTLERS,Cleaning - Unsanitary,10,20,2024-02-20,2,22
63,Tuesday,OSSINGTON AND NORTHUMB,Emergency Services,10,20,2024-02-20,2,22
54,Tuesday,LESLIE AND EGLINTON,General Delay,20,40,2024-02-20,2,22
52,Tuesday,LAWRENCE AND GLENMOUNT,Security,20,40,2024-02-20,2,23
89,Tuesday,KEELE STATION,Operations - Operator,10,20,2024-02-20,2,23
85,Tuesday,DON MILLS STATION,Utilized Off Route,10,20,2024-02-20,2,0
116,Tuesday,MORNINGSIDE AND NIGHTS,Utilized Off Route,10,20,2024-02-20,2,0
