Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
76,Wednesday,ROYAL YORK STATION,Mechanical,8,16,2024-04-17,4,7
29,Wednesday,WILSON STATION,Mechanical,9,18,2024-04-17,4,8
75,Wednesday,SHERBOURNE AND MAPLE,Mechanical,6,12,2024-04-17,4,8
94,Wednesday,WELLESLEY STATION,Cleaning - Unsanitary,10,20,2024-04-17,4,8
995,Wednesday,YORK MILLS STATION,Mechanical,15,30,2024-04-17,4,8
94,Wednesday,WELLESLEY STATION,Cleaning - Unsanitary,10,20,2024-04-17,4,8
100,Wednesday,BROADVIEW STATION,Operations - Operator,5,10,2024-04-17,4,8
996,Wednesday,ELLESMERE AND MIDLAND,Mechanical,9,18,2024-04-17,4,8
102,Wednesday,MARKHAM AND SHEPPARD,Vision,10,20,2024-04-17,4,8
52,Wednesday,LAWRENCE AND BROOKVIEW,Emergency Services,20,40,2024-04-17,4,8
952,Wednesday,DIXON AND SKYWAY,Mechanical,10,20,2024-04-17,4,9
939,Wednesday,KENNEDY STATION,Security,14,28,2024-04-17,4,9
106,Wednesday,SHEPPARD AND KEELE (EA,Collision - TTC,25,50,2024-04-17,4,9
38,Wednesday,LAWSON AND MEADOWVALE,Mechanical,15,30,2024-04-17,4,9
131,Wednesday,KENNEDY AND LAWRENCE,Investigation,17,34,2024-04-17,4,9
84,Wednesday,162 NORFINCH DRIVE,Collision - TTC,20,40,2024-04-17,4,9
39,Wednesday,MORNINGVIEW TRAIL AND,Mechanical,17,34,2024-04-17,4,9
99,Wednesday,FINCH AND JANE,Utilized Off Route,25,50,2024-04-17,4,9
29,Wednesday,DUFFERIN AND LAWRENCE,Mechanical,9,18,2024-04-17,4,10
900,Wednesday,KIPLING STATION,Vision,9,18,2024-04-17,4,10
32,Wednesday,EGLINTON AND JANE,Mechanical,12,24,2024-04-17,4,10
116,Wednesday,EGLINTON AND DANFORTH,Mechanical,10,20,2024-04-17,4,11
32,Wednesday,EGLINGTON AND ENNERDAL,Emergency Services,12,24,2024-04-17,4,11
84,Wednesday,SHEPPARD AND BEECROFT,Mechanical,8,16,2024-04-17,4,11
54,Wednesday,LAWRENCE AND MCCOWAN,Mechanical,14,28,2024-04-17,4,11
960,Wednesday,STEELES AND KIPLING,Cleaning - Unsanitary,9,18,2024-04-17,4,11
45,Wednesday,STEELES LOOP,Cleaning - Unsanitary,16,32,2024-04-17,4,11
57,Wednesday,KENNEDY STATION,Security,17,34,2024-04-17,4,11
130,Wednesday,NEILSON AND MILNER,Mechanical,25,50,2024-04-17,4,12
36,Wednesday,FINCH WEST STATION,Mechanical,6,12,2024-04-17,4,12
96,Wednesday,WILSON STATION,Operations - Operator,9,18,2024-04-17,4,12
21,Wednesday,KENNEDY STATION,Operations - Operator,10,20,2024-04-17,4,13
48,Wednesday,ROYAL YORK STATION,Investigation,25,50,2024-04-17,4,13
59,Wednesday,GLENCARIN AND DUFFERIN,Collision - TTC,10,20,2024-04-17,4,13
35,Wednesday,JANE AND WILSON,Mechanical,8,16,2024-04-17,4,14
85,Wednesday,SHEPPARD AND MORNINGSI,Cleaning - Unsanitary,18,34,2024-04-17,4,14
905,Wednesday,BRIMLEY AND EGLINTON,Cleaning - Unsanitary,8,16,2024-04-17,4,14
54,Wednesday,LAWRENCE AND WARDEN,Security,14,28,2024-04-17,4,14
63,Wednesday,LIBERTY AND ATLANTIC,Mechanical,8,16,2024-04-17,4,14
133,Wednesday,KENNEDY STATION,Mechanical,12,23,2024-04-17,4,14
71,Wednesday,MOUNT DENNIS GARAGE,Emergency Services,10,20,2024-04-17,4,14
86,Wednesday,TORONTO ZOO LOOP,Mechanical,10,20,2024-04-17,4,14
79,Wednesday,DUNDAS AND RUNNYMEDE,Operations - Operator,24,48,2024-04-17,4,15
69,Wednesday,WARDEN AND DANFORTH,Mechanical,16,32,2024-04-17,4,15
91,Wednesday,WOODBINE STATION,Investigation,25,40,2024-04-17,4,15
97,Wednesday,YONGE AND LAWRENCE,Cleaning - Unsanitary,15,30,2024-04-17,4,15
32,Wednesday,EGLINTON AND ISLINGTON,Cleaning - Unsanitary,15,30,2024-04-17,4,15
989,Wednesday,KEELE STATION,Collision - TTC,15,30,2024-04-17,4,15
52,Wednesday,WESTWAY AND CELESTINE,Security,9,18,2024-04-17,4,15
24,Wednesday,VICTORIA PARK AND O'CO,Security,10,20,2024-04-17,4,15
19,Wednesday,BAY AND COLLEGE,Utilized Off Route,19,38,2024-04-17,4,15
94,Wednesday,OSSINGTON STATION,Utilized Off Route,10,20,2024-04-17,4,15
94,Wednesday,WELLESLEY STATION,Utilized Off Route,10,20,2024-04-17,4,15
36,Wednesday,FINCH AND WESTON,Collision - TTC,6,12,2024-04-17,4,16
54,Wednesday,EGLINTON AND REDPATH,Investigation,11,22,2024-04-17,4,16
46,Wednesday,MARTIN GROVE AND FINCH,Emergency Services,13,26,2024-04-17,4,16
960,Wednesday,FINCH STATION,Investigation,7,15,2024-04-17,4,16
96,Wednesday,JANE AND WILSON,Operations - Operator,20,40,2024-04-17,4,16
35,Wednesday,JANE AND STEELES,Collision - TTC,12,24,2024-04-17,4,17
105,Wednesday,DUFFERIN AND MARTIN RO,Mechanical,11,22,2024-04-17,4,17
989,Wednesday,WESTON AND STEELES,Mechanical,10,20,2024-04-17,4,17
905,Wednesday,MORRISH AND ELLESMERE,Mechanical,12,24,2024-04-17,4,17
989,Wednesday,WESTON AND ORMONT,Mechanical,10,20,2024-04-17,4,17
45,Wednesday,KIPLING AND WIDDICOMBE,Operations - Operator,10,20,2024-04-17,4,17
110,Wednesday,ISLINGTON AND EVANS,Mechanical,13,26,2024-04-17,4,17
54,Wednesday,LAWRENCE AND BRIMLEY,Mechanical,11,22,2024-04-17,4,17
35,Wednesday,JANE AND EGLINTON,Mechanical,12,24,2024-04-17,4,17
7,Wednesday,BATHURST AND ST CLAIR,Cleaning - Unsanitary,10,20,2024-04-17,4,17
95,Wednesday,YORK MILLS AND DON MIL,Mechanical,10,20,2024-04-17,4,17
52,Wednesday,DIXON AND CARLINGVIEW,Mechanical,21,42,2024-04-17,4,18
52,Wednesday,CARLINGVIEW AND DIXON,Operations - Operator,18,36,2024-04-17,4,18
52,Wednesday,PEARSON AIRPORT TERMIN,Mechanical,21,42,2024-04-17,4,18
11,Wednesday,SUNNYBROOK HOSPITAL,Investigation,19,38,2024-04-17,4,18
939,Wednesday,FINCH AND MIDLAND,Operations - Operator,16,32,2024-04-17,4,18
95,Wednesday,ELLESMERE AND MILITARY,Mechanical,10,20,2024-04-17,4,18
7,Wednesday,BATHURST AND FINCH,General Delay,25,20,2024-04-17,4,18
995,Wednesday,ELLESMERE AND MARKHAM,Mechanical,15,30,2024-04-17,4,19
960,Wednesday,STEELES AND DUFFERIN,Investigation,7,15,2024-04-17,4,19
29,Wednesday,DUFFERIN AND EGLINTON,Mechanical,8,16,2024-04-17,4,19
41,Wednesday,OLD WESTON AND ST CLAI,Collision - TTC,10,20,2024-04-17,4,19
133,Wednesday,NEILSON AND CROW TRAIL,Mechanical,11,23,2024-04-17,4,19
39,Wednesday,FINCH AND TAPSCOTT,Operations - Operator,17,34,2024-04-17,4,20
7,Wednesday,BATHURST AND LAWRENCE,Collision - TTC,10,20,2024-04-17,4,20
29,Wednesday,DUFFERIN AND LIBERTY,Mechanical,8,16,2024-04-17,4,21
929,Wednesday,DUFFERIN AND HOPE,Emergency Services,8,16,2024-04-17,4,21
47,Wednesday,YORKDALE STATION,Mechanical,20,40,2024-04-17,4,21
96,Wednesday,BROOKMERE AND KIPLING,Operations - Operator,20,40,2024-04-17,4,22
7,Wednesday,BATHURST AND WILSON,Vision,10,20,2024-04-17,4,22
131,Wednesday,MCLEVIN AND SEWELLS,Mechanical,15,32,2024-04-17,4,22
123,Wednesday,LONG BRANCH LOOP,Emergency Services,12,24,2024-04-17,4,22
90,Wednesday,BATHURST STATION,Collision - TTC,10,20,2024-04-17,4,22
7,Wednesday,BATHURST STATION,Collision - TTC,10,20,2024-04-17,4,22
96,Wednesday,YORK MILLS STATION,Collision - TTC,20,40,2024-04-17,4,22
41,Wednesday,KEELE AND BROADOAKS,Collision - TTC,10,20,2024-04-17,4,23
96,Wednesday,WESTON AND SHENDALE,Investigation,20,40,2024-04-17,4,23
36,Wednesday,HUMBERWOOD LOOP,Operations - Operator,10,20,2024-04-17,4,0
85,Wednesday,MEADOWVALLE AND SHEPPA,Emergency Services,16,32,2024-04-17,4,0
600,Wednesday,KENNEDY STATION,Emergency Services,10,20,2024-04-17,4,1
165,Wednesday,WESTON AND STEELES,Utilized Off Route,10,20,2024-04-17,4,1
53,Thursday,STEELES AND DON MILLS,Emergency Services,20,20,2024-04-18,4,2
165,Thursday,YORK MILLS STATION,Operations - Operator,6,12,2024-04-18,4,5
36,Thursday,ARROW GARAGE,Mechanical,5,10,2024-04-18,4,5
960,Thursday,FINCH STATION,Utilized Off Route,10,23,2024-04-18,4,5
84,Thursday,SHEPPARD STATION,Utilized Off Route,10,20,2024-04-18,4,5
996,Thursday,WILSON DIVISION,Utilized Off Route,8,16,2024-04-18,4,5
29,Thursday,PRINCE'S GATE LOOP,Utilized Off Route,10,20,2024-04-18,4,5
7,Thursday,BATHURST STATION,Utilized Off Route,11,22,2024-04-18,4,5
7,Thursday,YORK MILLS STATION,Utilized Off Route,9,18,2024-04-18,4,5
79,Thursday,WESTON AND LAWRENCE,Mechanical,14,28,2024-04-18,4,5
165,Thursday,SHEPPARD AND WESTON,Mechanical,6,12,2024-04-18,4,5
165,Thursday,SHEPPARD AND WESTON,Mechanical,6,12,2024-04-18,4,5
48,Thursday,ANGLESEY AND THE KINGS,Mechanical,22,44,2024-04-18,4,5
929,Thursday,KEELE AND ST CLAIR (SO,Security,10,20,2024-04-18,4,5
29,Thursday,WILSON STATION,Mechanical,10,20,2024-04-18,4,5
12,Thursday,BIRCHMOUNT GARAGE,Mechanical,16,32,2024-04-18,4,6
36,Thursday,FINCH AND JAYZEL DR,Collision - TTC,6,12,2024-04-18,4,6
123,Thursday,KIPLING STATION,Operations - Operator,9,18,2024-04-18,4,6
32,Thursday,RENFORTH STATION,Utilized Off Route,6,11,2024-04-18,4,6
123,Thursday,DUNDAS AND WEST MALL,General Delay,21,42,2024-04-18,4,6
165,Thursday,BARMAC AND STEELES,Mechanical,10,20,2024-04-18,4,6
53,Thursday,FINCH STATION,Mechanical,6,13,2024-04-18,4,6
168,Thursday,ROGERS AND OLD WESTON,Mechanical,9,18,2024-04-18,4,6
929,Thursday,SPRINGHURST LOOP,Mechanical,9,18,2024-04-18,4,7
165,Thursday,WESTON AND FINCH,Mechanical,6,12,2024-04-18,4,7
37,Thursday,HUMBERWOOD LOOP (NORTH,Emergency Services,18,36,2024-04-18,4,7
952,Thursday,DIXON AND KIPLING,Collision - TTC,10,20,2024-04-18,4,7
924,Thursday,VICTORIA PARK AND PARK,Mechanical,10,20,2024-04-18,4,7
941,Thursday,KEELE AND FALSTAFF,Collision - TTC,15,30,2024-04-18,4,7
63,Thursday,KING AND QUEEN,Mechanical,10,20,2024-04-18,4,8
81,Thursday,PAPE AND LIPTON,Operations - Operator,6,12,2024-04-18,4,8
36,Thursday,HUMBER COLLEGE AND FIN,General Delay,6,12,2024-04-18,4,8
24,Thursday,VICTORIA PARK STATION,Operations - Operator,5,10,2024-04-18,4,8
960,Thursday,STEELES AND YONGE,Mechanical,6,12,2024-04-18,4,8
74,Thursday,MT PLEASANT AND GLENGO,Collision - TTC,18,36,2024-04-18,4,8
50,Thursday,ISLINGTON STATION,Mechanical,19,38,2024-04-18,4,8
996,Thursday,WESTHUMBER AND KIPLING,Mechanical,9,18,2024-04-18,4,8
54,Thursday,EGLINTON AND LAIRD,Cleaning - Unsanitary,10,24,2024-04-18,4,8
71,Thursday,RUNNYMEDE AND HENRIETT,Collision - TTC,14,29,2024-04-18,4,8
63,Thursday,EAST LIBERTY AND PIRAN,Collision - TTC,5,10,2024-04-18,4,8
941,Thursday,ST CLAIR AND OLD WESTO,Operations - Operator,15,30,2024-04-18,4,8
32,Thursday,EGLINTON STATION,Operations - Operator,8,16,2024-04-18,4,9
35,Thursday,JANE AND FINCH,Mechanical,8,16,2024-04-18,4,9
7,Thursday,BATHURST AND GREENWIN,Cleaning - Unsanitary,15,30,2024-04-18,4,10
939,Thursday,FINCH STATION,Operations - Operator,14,28,2024-04-18,4,10
133,Thursday,KENNEDY STATION,Mechanical,12,24,2024-04-18,4,10
98,Thursday,YONGE AND STEELES LOOP,Mechanical,25,50,2024-04-18,4,10
929,Thursday,WILSON STATION,Mechanical,9,18,2024-04-18,4,10
71,Thursday,MOUNT DENNIS DIVISION,Operations - Operator,15,30,2024-04-18,4,10
74,Thursday,LEBOVIC AND EGLINTON,Operations - Operator,25,50,2024-04-18,4,10
54,Thursday,EGLINTON STATION,Cleaning - Unsanitary,14,28,2024-04-18,4,11
985,Thursday,SHEPPARD AND MIDLAND,Mechanical,12,24,2024-04-18,4,11
89,Thursday,WESTON AND WALSH,Mechanical,10,20,2024-04-18,4,11
24,Thursday,SHEPPARD AND CONSUMERS,Mechanical,24,48,2024-04-18,4,11
107,Thursday,SHEPPARD WEST STATION,Mechanical,16,32,2024-04-18,4,11
8,Thursday,ST CLAIR AND O'CONNOR,Mechanical,22,44,2024-04-18,4,11
54,Thursday,LAWRENCE AND SCARBOROU,Mechanical,10,20,2024-04-18,4,11
54,Thursday,EGLINTON AND LESLIE,Operations - Operator,14,28,2024-04-18,4,11
29,Thursday,DUFFERIN AND BLOOR,Diversion,16,25,2024-04-18,4,11
38,Thursday,SCARBOROUGH CENTRE STA,General Delay,15,30,2024-04-18,4,11
29,Thursday,DUFFERIN AND RAMSDEN,Collision - TTC,9,18,2024-04-18,4,12
88,Thursday,THORNCLIFFE AND OVERLE,Security,20,40,2024-04-18,4,12
75,Thursday,SOUTH AND GLEN,Emergency Services,8,15,2024-04-18,4,12
90,Thursday,ED MIRVISH PARKETTE,Mechanical,10,20,2024-04-18,4,13
134,Thursday,MARHAM AND PROGRESS,Mechanical,15,30,2024-04-18,4,13
29,Thursday,DUFFERIN AND DUNDAS,Mechanical,9,18,2024-04-18,4,13
129,Thursday,ELLESMERE AND MIDLAND,Mechanical,8,16,2024-04-18,4,13
75,Thursday,SHERBOURNE AND SHUTER,Mechanical,8,15,2024-04-18,4,13
7,Thursday,BATHURST STATION,Vision,10,20,2024-04-18,4,13
36,Thursday,FINCH AND MILADY,Security,6,12,2024-04-18,4,13
53,Thursday,MORNINGSIDE AND STAINE,Mechanical,19,39,2024-04-18,4,13
116,Thursday,KENNEDY STATION,Emergency Services,10,20,2024-04-18,4,14
84,Thursday,WESTON AND BRADSTOCK,Mechanical,7,15,2024-04-18,4,14
29,Thursday,DUFFERIN AND BRIAR HIL,Operations - Operator,9,18,2024-04-18,4,14
35,Thursday,407 HWY STATION,Mechanical,7,14,2024-04-18,4,14
12,Thursday,BIRCHMOUNT AND HOLLIS,Collision - TTC,21,42,2024-04-18,4,14
63,Thursday,EGLINTON WEST STATION,Mechanical,5,10,2024-04-18,4,14
36,Thursday,FINCH STATION,Mechanical,8,10,2024-04-18,4,14
7,Thursday,BATHURST AND WELLS,Security,10,20,2024-04-18,4,15
52,Thursday,MARTIN GROVE AND TOLLI,Cleaning - Unsanitary,9,18,2024-04-18,4,15
36,Thursday,FINCH AND WELLS,Mechanical,6,12,2024-04-18,4,15
63,Thursday,OSSINGTON STATION,Mechanical,4,8,2024-04-18,4,15
925,Thursday,FRESHMEADOW AND DON MI,General Delay,9,18,2024-04-18,4,15
39,Thursday,FINCH AND MORNINGSIDE,Mechanical,12,24,2024-04-18,4,15
52,Thursday,SHEPPARD AND YUKON,Cleaning - Unsanitary,18,36,2024-04-18,4,15
85,Thursday,DON MILLS STATION,Mechanical,16,32,2024-04-18,4,15
34,Thursday,EGLINTON AND SLOANE,Security,8,15,2024-04-18,4,16
89,Thursday,WESTON AND WALSH,Emergency Services,10,20,2024-04-18,4,16
47,Thursday,YORKDALE MALL,Operations - Operator,11,16,2024-04-18,4,16
133,Thursday,MORNINGSIDE AND FINCH,Mechanical,10,20,2024-04-18,4,16
35,Thursday,JANE AND PATIKA,Mechanical,12,24,2024-04-18,4,16
43,Thursday,KENNEDY AND ELLESMERE,Mechanical,15,30,2024-04-18,4,16
108,Thursday,KEELE AND ST REGIS,Mechanical,9,18,2024-04-18,4,16
108,Thursday,DRIFTWOOD AND HOOVER,Mechanical,9,18,2024-04-18,4,16
45,Thursday,KIPLING AND STEELES,Operations - Operator,10,20,2024-04-18,4,17
47,Thursday,LANSDOWNE AND DAVENPOR,Collision - TTC,24,48,2024-04-18,4,17
954,Thursday,KENNEDY STATION,Operations - Operator,10,20,2024-04-18,4,17
954,Thursday,KINGSTON AND CROMWELL,Mechanical,10,20,2024-04-18,4,17
53,Thursday,MORNINGSIDE AND STAINE,Mechanical,12,24,2024-04-18,4,17
63,Thursday,NOTHUMBERLAND PLAYGROU,Operations - Operator,10,20,2024-04-18,4,18
40,Thursday,DUNDAS WEST STATION,Operations - Operator,18,37,2024-04-18,4,18
63,Thursday,OSSINGTON STATION,Operations - Operator,10,20,2024-04-18,4,18
999,Thursday,EGLINTON AND LIARD,Mechanical,5,10,2024-04-18,4,18
36,Thursday,FINCH AND KEELE,Mechanical,9,18,2024-04-18,4,18
945,Thursday,KIPLING AND STEELES LO,Cleaning - Unsanitary,6,19,2024-04-18,4,18
73,Thursday,ROYAL YORK AND LAWRENC,Collision - TTC,12,25,2024-04-18,4,18
131,Thursday,KENNEDY STATION,Investigation,22,39,2024-04-18,4,19
47,Thursday,YORKDALE STATION,Mechanical,20,40,2024-04-18,4,19
112,Thursday,WEST MALL AND WEST MAL,Security,17,34,2024-04-18,4,19
89,Thursday,KEELE STATION,Mechanical,10,20,2024-04-18,4,19
7,Thursday,BATHURST AND LONSDALE,Investigation,10,20,2024-04-18,4,19
32,Thursday,EGLINTON AND WINNETT,Collision - TTC,10,20,2024-04-18,4,20
38,Thursday,KENNEDY STATION,Mechanical,12,25,2024-04-18,4,20
36,Thursday,FINCH WEST STATION,Operations - Operator,8,16,2024-04-18,4,20
85,Thursday,DON MILLS STATION,Operations - Operator,18,36,2024-04-18,4,20
24,Thursday,VICTORIA PARK AND STEE,Cleaning - Unsanitary,8,16,2024-04-18,4,20
29,Thursday,DUFFERIN AND LAWRENCE,Collision - TTC,10,20,2024-04-18,4,20
54,Thursday,LAWRENCE AND KINGSTON,Security,15,30,2024-04-18,4,21
90,Thursday,BATHURST STATION,Utilized Off Route,10,20,2024-04-18,4,21
70,Thursday,O'CONNOR AND COXWELL,Operations - Operator,15,30,2024-04-18,4,21
39,Thursday,FINCH AND FINCHDENE,Mechanical,10,20,2024-04-18,4,21
7,Thursday,BATHURST AND BARTON,Security,10,20,2024-04-18,4,22
939,Thursday,KENNEDY BD STATION,Collision - TTC,12,24,2024-04-18,4,22
54,Thursday,LAWRENCE AND WARDEN,Mechanical,18,45,2024-04-18,4,23
41,Thursday,FINCH AND JANE,Operations - Operator,20,40,2024-04-18,4,23
47,Thursday,YORKDALE STATION,Mechanical,20,40,2024-04-18,4,23
64,Thursday,LUMSDEN AND MAIN,Security,12,24,2024-04-18,4,23
34,Thursday,EGLINTION STATION,Utilized Off Route,10,20,2024-04-18,4,1
11,Thursday,DAVISVILLE AND BAYVIEW,Mechanical,20,50,2024-04-18,4,1
307,Thursday,EXHIBITION LOOP,Diversion,13,43,2024-04-18,4,1
68,Friday,DANFORTH AND ELDON,Security,17,34,2024-04-19,4,2
320,Friday,YONGE AND AVONDALE,Mechanical,5,10,2024-04-19,4,4
36,Friday,FINCH AND ARROW,Mechanical,8,15,2024-04-19,4,5
90,Friday,BATHURST STATION,Operations - Operator,9,18,2024-04-19,4,5
52,Friday,LAWRENCE WEST STATION,Vision,8,17,2024-04-19,4,6
35,Friday,PIONEER VILLAGE STATIO,Mechanical,8,16,2024-04-19,4,6
9,Friday,WARDEN STATION,Mechanical,17,34,2024-04-19,4,6
985,Friday,SHEPPARD AND SETTLERS,Mechanical,6,26,2024-04-19,4,6
7,Friday,BATHURST ABD ARDMORE,Mechanical,10,20,2024-04-19,4,6
96,Friday,WILSON STATION,Vision,9,17,2024-04-19,4,6
44,Friday,KIPLING STATION,Mechanical,8,16,2024-04-19,4,6
96,Friday,WILSON STATION,Mechanical,6,12,2024-04-19,4,6
21,Friday,BRIMLEY AND SHEPPARD,Mechanical,15,30,2024-04-19,4,6
989,Friday,KEELE AND JUNCTION,Mechanical,15,30,2024-04-19,4,7
100,Friday,WYNFORD AND DON MILLS,Mechanical,5,10,2024-04-19,4,7
941,Friday,KEELE S OF DUNDAS,Collision - TTC,15,30,2024-04-19,4,7
39,Friday,FINCH AND NEILSON,Mechanical,17,35,2024-04-19,4,7
36,Friday,FINCH AND YONGE,Vision,6,12,2024-04-19,4,7
32,Friday,EGLINTON AND GLENHOLME,Mechanical,8,16,2024-04-19,4,7
52,Friday,SUNNYBROOK HOSPITAL,Mechanical,10,20,2024-04-19,4,7
70,Friday,CRAIGTON AND VICTORIA,Emergency Services,10,20,2024-04-19,4,8
86,Friday,KENNEDY STATION,Mechanical,6,18,2024-04-19,4,8
97,Friday,EGLINTON STATION,Operations - Operator,25,50,2024-04-19,4,8
116,Friday,MORNINGSIDE AND MILITA,Collision - TTC,7,14,2024-04-19,4,8
40,Friday,JANE AND ST CLAIR,Mechanical,15,30,2024-04-19,4,8
905,Friday,KENNEDY STATION,Mechanical,12,24,2024-04-19,4,8
104,Friday,WILSON STATION,Mechanical,24,48,2024-04-19,4,8
945,Friday,KIPLING STATION,Mechanical,11,17,2024-04-19,4,9
939,Friday,FINCH STATION,Mechanical,7,14,2024-04-19,4,9
52,Friday,LAWRENCE AND AVENUE,Collision - TTC,10,30,2024-04-19,4,9
75,Friday,JARVIS AND QUEENS QUAY,Mechanical,6,12,2024-04-19,4,9
113,Friday,DANFORTH AND DAWES,Mechanical,20,40,2024-04-19,4,9
73,Friday,ROYAL YORK STATION,Mechanical,25,50,2024-04-19,4,9
29,Friday,DUFFERIN AND WILSON,Operations - Operator,9,18,2024-04-19,4,10
189,Friday,KEELE AND BLOOR,Mechanical,25,50,2024-04-19,4,10
12,Friday,VICTORIA PARK AND MEAD,Mechanical,24,49,2024-04-19,4,10
29,Friday,DUFFERIN AND EGLINTON,Mechanical,9,18,2024-04-19,4,10
16,Friday,SCARBOROUGH CENTRE STA,Mechanical,12,24,2024-04-19,4,10
160,Friday,WILSON STATION,Mechanical,25,50,2024-04-19,4,10
129,Friday,COMMANDER AND MCCOWAN,Mechanical,16,32,2024-04-19,4,10
133,Friday,NEILSON AND TAPSCOTT,General Delay,12,24,2024-04-19,4,10
903,Friday,BRUSHBY AND MCCOWAN,Mechanical,8,16,2024-04-19,4,10
89,Friday,ALBION AND WESTON,Mechanical,10,20,2024-04-19,4,10
902,Friday,CENTENNIAL COLLEGE TER,Mechanical,15,30,2024-04-19,4,10
76,Friday,MIMICO AND LAKESHORE,Mechanical,10,20,2024-04-19,4,11
996,Friday,HUMBER COLLEGE LOOP,Investigation,12,24,2024-04-19,4,11
84,Friday,SHEPPARD AND KEELE,Mechanical,8,16,2024-04-19,4,11
90,Friday,BATHURST STATION,Operations - Operator,20,40,2024-04-19,4,11
985,Friday,DON MILLS STATION,Mechanical,12,24,2024-04-19,4,11
929,Friday,WILSON STATION,Operations - Operator,9,18,2024-04-19,4,12
29,Friday,QUEEN AND DUFFERIN,Collision - TTC,9,18,2024-04-19,4,12
101,Friday,DOWNSVIEW PARK STATION,Mechanical,20,40,2024-04-19,4,12
903,Friday,PROGRESS AND MARKHAM,Mechanical,8,16,2024-04-19,4,12
160,Friday,SHEPPARD AND BATHURST,Mechanical,25,50,2024-04-19,4,12
52,Friday,LAWRENCE AND JANE,Mechanical,15,30,2024-04-19,4,12
54,Friday,EGLINTON STATION,Mechanical,7,14,2024-04-19,4,12
63,Friday,EGLINTON WEST STATION,Operations - Operator,8,16,2024-04-19,4,12
96,Friday,WILSON AND JANE,Mechanical,18,36,2024-04-19,4,13
89,Friday,WESTON AND ALBION,Mechanical,10,20,2024-04-19,4,13
34,Friday,EGLINTON AND CREDIT UN,Collision - TTC,10,20,2024-04-19,4,13
29,Friday,SPRINGHURST LOOP,Operations - Operator,9,18,2024-04-19,4,13
32,Friday,WESTON AND EGLINTON,Operations - Operator,10,20,2024-04-19,4,13
94,Friday,WELLESLEY AND SHERBOUR,Utilized Off Route,20,40,2024-04-19,4,13
9,Friday,BELLAMY N AND GRACE,Emergency Services,18,42,2024-04-19,4,13
72,Friday,QUEENS QUAY AND LOWER,Operations - Operator,22,44,2024-04-19,4,13
95,Friday,YORK MILLS STATION,Mechanical,10,20,2024-04-19,4,13
63,Friday,EGLINTON WEST STATION,Mechanical,4,8,2024-04-19,4,13
133,Friday,NIGHTSTAR AND WHARNSBY,Cleaning - Unsanitary,12,24,2024-04-19,4,13
63,Friday,EGLINTON WEST STATION,Mechanical,4,8,2024-04-19,4,13
996,Friday,WILSON STATION,Mechanical,13,26,2024-04-19,4,13
75,Friday,SHERBOURNE AND KING,Security,8,15,2024-04-19,4,14
53,Friday,STEELES AND MIDLAND,Mechanical,19,38,2024-04-19,4,14
110,Friday,ISLINGTON STATION,Mechanical,15,30,2024-04-19,4,14
73,Friday,ROYAL YORK AND EGLINTO,Mechanical,20,40,2024-04-19,4,14
73,Friday,ROYAL YORK AND EGLINTO,Mechanical,20,40,2024-04-19,4,14
984,Friday,SHEPPARD AVE AND EASTO,Collision - TTC,11,22,2024-04-19,4,14
96,Friday,FORDWICH AND ISLINGTON,Mechanical,20,40,2024-04-19,4,14
65,Friday,CASTLE FRANK STATION,Cleaning - Unsanitary,9,17,2024-04-19,4,14
96,Friday,WILSON AND JULIAN,Mechanical,20,40,2024-04-19,4,15
35,Friday,JANE AND DUNDAS,Security,6,12,2024-04-19,4,15
29,Friday,DUFFERIN GATE LOOP,Mechanical,9,18,2024-04-19,4,15
29,Friday,DUFFERIN AND CLAVER,Mechanical,9,18,2024-04-19,4,15
986,Friday,KINGSTON AND SCARBOROU,Mechanical,12,24,2024-04-19,4,15
89,Friday,WESTON AND ST CLAIR,Mechanical,10,20,2024-04-19,4,15
939,Friday,FINCH AND SKYMARK,Security,12,24,2024-04-19,4,15
35,Friday,JANE AND FIRGROVE,Mechanical,6,12,2024-04-19,4,15
941,Friday,KEELE AND WHITBURN,General Delay,12,24,2024-04-19,4,16
54,Friday,EGLINTON AND HOYLE,Mechanical,14,28,2024-04-19,4,16
63,Friday,OSSINGTON AND HALLAM,Collision - TTC,10,20,2024-04-19,4,16
168,Friday,AVON LOOP,Operations - Operator,9,18,2024-04-19,4,16
29,Friday,DUFFERIN AND WILSON,Mechanical,8,16,2024-04-19,4,16
12,Friday,VICTORIA PARK STATION,Mechanical,24,48,2024-04-19,4,16
116,Friday,MORNINGSIDE AVE AND NE,Emergency Services,8,16,2024-04-19,4,16
59,Friday,LAWRENCE AND DUFFERIN,Mechanical,26,52,2024-04-19,4,16
16,Friday,ELLESMERE AND MCCOWAN,Mechanical,10,20,2024-04-19,4,17
63,Friday,WILSON GARAGE,Mechanical,4,8,2024-04-19,4,17
75,Friday,JARVIS AND QUEENS QUAY,Emergency Services,8,16,2024-04-19,4,17
96,Friday,CARRIER LOOP,Operations - Operator,20,40,2024-04-19,4,17
996,Friday,WILSON AND HIGHVIEW,Mechanical,10,20,2024-04-19,4,17
996,Friday,ELMHURST AND ISLINGTON,Mechanical,10,20,2024-04-19,4,17
47,Friday,ST CLAIR AVE AND LANSD,Operations - Operator,10,20,2024-04-19,4,17
45,Friday,KIPLING AND STEELES,Operations - Operator,10,10,2024-04-19,4,17
