Route,Day,Location,Incident,Min Gap,Date_,Month,Hour
34,Thursday,EGLINTON AND DVP,Collision - TTC,15,2024-02-29,2,8
989,Monday,WESTON AND BRADSTOCK,Mechanical,20,2024-09-09,9,18
334,Sunday,NEILSON AND TAPSCOTT,Emergency Services,28,2024-04-28,4,3
53,Thursday,MORNINGSIDE AND PASSMO,Mechanical,12,2024-04-25,4,21
96,Sunday,WILSON AND JETHRO,Mechanical,46,2024-09-01,9,20
91,Tuesday,YORK MILLS AND LOCHNIV,General Delay,38,2024-06-11,6,15
989,Tuesday,KEELE STATION,General Delay,30,2024-09-24,9,14
85,Friday,SHEPPARD AND MCCOWAN,Operations - Operator,32,2024-06-07,6,18
94,Tuesday,CHURCH AND WELLESLEY,Security,40,2024-07-23,7,14
929,Monday,WILSON STATION,Operations - Operator,16,2024-09-30,9,13
36,Thursday,FINCH WEST STATION,Operations - Operator,13,2024-05-02,5,21
73,Friday,ROYAL YORK STATION,Mechanical,44,2024-01-12,1,7
63,Friday,OAKWOOD AND VAUGHAN,Mechanical,20,2024-07-26,7,16
24,Friday,VICTORIA PARK STATION,General Delay,18,2024-03-29,3,18
935,Saturday,JANE AND TRETHEWEY,Operations - Operator,14,2024-07-13,7,17
75,Sunday,JARVIS AND QUEEN,Cleaning - Unsanitary,40,2024-06-23,6,13
32,Friday,EGLINTON AND GLENHOLME,Mechanical,16,2024-04-19,4,7
32,Monday,EGLINTON AND WESTON,Mechanical,12,2024-02-19,2,17
100,Monday,BROADVIEW STATION,Cleaning - Unsanitary,10,2024-04-08,4,7
39,Sunday,WARDEN AND FINCH EAST,Mechanical,16,2024-09-08,9,9
43,Saturday,KENNEDY AND PROGRESS,Emergency Services,20,2024-07-20,7,11
52,Wednesday,EGLINTON STATION,Vision,26,2024-04-10,4,14
52,Tuesday,LAWRENCE WEST STATION,Operations - Operator,18,2024-07-09,7,16
52,Monday,EGLINTON STATION,Collision - TTC,32,2024-03-11,3,19
75,Friday,ELM AND SHERBOURNE,Security,20,2024-06-28,6,0
34,Thursday,KENNEDY STATION,Mechanical,18,2024-05-30,5,7
36,Wednesday,MARTIN GROVE AND FINCH,General Delay,32,2024-09-04,9,15
25,Monday,DON MILLS AND CLIFFWO,Mechanical,13,2024-09-30,9,17
90,Friday,VAUGHAN AND ST CLAIR,Utilized Off Route,20,2024-08-09,8,12
510,Friday,BLUE JAYS AND NAVY WHA,Mechanical,5,2024-07-26,7,16
85,Friday,ISLAND AND EAST AVE,Operations - Operator,56,2024-06-28,6,8
96,Saturday,WILSON AND CLAYSON,Operations - Operator,20,2024-02-17,2,0
96,Tuesday,WILSON AND ALLARD,Mechanical,20,2024-08-06,8,9
32,Thursday,EGLINTON AND WESTON,Operations - Operator,19,2024-02-01,2,14
19,Tuesday,BLOOR AND BAY,Operations - Operator,40,2024-08-27,8,19
29,Sunday,WILSON STATION,Mechanical,10,2024-09-15,9,16
63,Saturday,OAKWOOD AND EARLSDALE,Security,20,2024-04-20,4,6
16,Tuesday,DANFORTH AND ST. CLAIR,Mechanical,20,2024-08-13,8,17
68,Tuesday,WARDEN AND ASHTONBEE,General Delay,56,2024-08-20,8,19
37,Tuesday,WOODBINE RACE TRACK,Mechanical,40,2024-06-04,6,9
60,Saturday,YONGE AND BISHOP (SOUT,Mechanical,18,2024-04-06,4,10
126,Monday,WILSON GARAGE,Operations - Operator,0,2024-09-09,9,6
165,Sunday,WISLON STATION,Vision,45,2024-03-24,3,7
52,Monday,EGLINTON STATION,Mechanical,40,2024-05-20,5,16
36,Wednesday,FINCH AND JANE,Mechanical,20,2024-06-12,6,11
960,Wednesday,STEELES AND MARTIN GRO,Operations - Operator,0,2024-08-28,8,4
165,Sunday,WILSON AND NORTHGATE,Vision,16,2024-07-07,7,17
7,Sunday,BATHURST AND FINCH,Mechanical,16,2024-06-02,6,15
122,Wednesday,YORK MILLS STATION,Mechanical,20,2024-06-19,6,15
81,Monday,THORNCLIFFE AND OVERLE,Mechanical,14,2024-02-12,2,16
929,Sunday,WILSON STATION,Mechanical,20,2024-09-01,9,17
57,Monday,MIDLAND AND STEELES,Diversion,71,2024-09-30,9,9
903,Monday,ELLESMERE RD AND OAKLE,Mechanical,24,2024-08-05,8,7
52,Friday,LAWRENCE AND BENTON,Mechanical,36,2024-06-14,6,19
904,Tuesday,TRITON AND BOROUGH,Operations - Operator,30,2024-09-10,9,16
47,Saturday,BRIDGELAND AND CALEDON,Diversion,36,2024-01-13,1,19
25,Thursday,BROADVIEW STATION,Collision - TTC,20,2024-07-18,7,15
96,Friday,WILSON STATION,Vision,40,2024-08-02,8,14
35,Tuesday,PIONEER VILLAGE STATIO,Mechanical,24,2024-06-18,6,18
113,Monday,DANFORTH AND DAWES,Diversion,26,2024-09-30,9,16
995,Friday,UNIVERSTY OF TORONTO S,Operations - Operator,20,2024-06-07,6,6
7,Saturday,BATHURST AND ALCINA,Collision - TTC,16,2024-03-16,3,17
32,Monday,PINE AND LAWRENCE,Mechanical,28,2024-01-29,1,18
24,Thursday,VICTORIA PARK AND STEE,Mechanical,20,2024-02-08,2,14
935,Tuesday,BLOOR AND JANE,Security,24,2024-06-25,6,18
960,Friday,STEELES AND ROSSDEAN,Mechanical,22,2024-02-02,2,13
168,Thursday,ROGERS AND KEELE,General Delay,24,2024-08-29,8,17
73,Friday,ROYAL YORK STATION,Utilized Off Route,50,2024-05-24,5,16
39,Saturday,FINCH STATION,Emergency Services,34,2024-08-31,8,15
935,Saturday,OLD MILL STATION,Mechanical,16,2024-09-14,9,9
903,Wednesday,CENTENNIAL COLLEGE,Mechanical,32,2024-06-19,6,14
160,Monday,BATHURST AND STEELES,Mechanical,42,2024-04-29,4,10
131,Wednesday,SHEPPARD AND MCCOWAN,Operations - Operator,37,2024-02-14,2,14
935,Saturday,JANE STATION,Vision,20,2024-03-30,3,12
11,Tuesday,STEELES AND BAYVIEW,Road Blocked - NON-TTC Collision,22,2024-02-13,2,6
989,Friday,WILSON GARAGE,Utilized Off Route,20,2024-04-26,4,14
95,Sunday,ELLESMERE AND BRIMLEY,Security,20,2024-04-07,4,21
63,Saturday,KING AND RONCESVALLES,Security,20,2024-08-24,8,19
91,Wednesday,VICTORIA PARK AND SLOA,Cleaning - Unsanitary,37,2024-01-24,1,6
131,Wednesday,SCARBOROUGH CENTRE STA,Operations - Operator,18,2024-04-10,4,6
939,Friday,FINCH AND LONGMORE,Mechanical,16,2024-05-03,5,16
41,Saturday,KEELE STATION,Emergency Services,36,2024-05-18,5,4
104,Thursday,SHEPPARD WEST STATION,Collision - TTC,48,2024-05-02,5,8
935,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,24,2024-03-07,3,15
112,Tuesday,KIPLING STATION,Mechanical,25,2024-01-09,1,12
90,Friday,VAUGHAN AND ATLAS,Emergency Services,18,2024-03-01,3,19
38,Saturday,ELLESMERE AND MILITARY,Operations - Operator,20,2024-06-08,6,14
116,Saturday,MORNINGSIDE AND OLD FI,Cleaning - Unsanitary,16,2024-02-17,2,15
81,Monday,PAPE STATION,Operations - Operator,40,2024-03-11,3,0
86,Wednesday,KINGSTON AND SCARBOROU,Emergency Services,20,2024-01-10,1,23
34,Monday,SPANBRIDGE AND GRENOBL,Mechanical,14,2024-07-08,7,11
36,Saturday,FINCH AND ALBION,Mechanical,16,2024-03-30,3,20
14,Thursday,DAVISVILLE AND CLEVELA,General Delay,54,2024-04-11,4,7
189,Saturday,GUNNS LOOP,Operations - Operator,42,2024-04-27,4,16
39,Monday,FINCH AND MCCOWAN,Operations - Operator,34,2024-09-30,9,8
36,Monday,FINCH AND ISLINGTON,Mechanical,16,2024-07-08,7,19
97,Sunday,MOORE PARK AND YONGE,Mechanical,40,2024-09-08,9,18
102,Tuesday,MARKHAM AND SHEPPARD,Mechanical,20,2024-02-27,2,1
60,Thursday,FINCH STATION,Vision,18,2024-04-11,4,15
935,Tuesday,JANE AND ALLIANCE,Mechanical,24,2024-02-06,2,17
320,Thursday,YONGE AND QUEEN'S QUAY,Security,20,2024-08-22,8,5
96,Thursday,YORK MILLS STATION,Mechanical,38,2024-08-15,8,13
60,Thursday,YONGE AND CUMMER,Cleaning - Unsanitary,18,2024-01-11,1,18
85,Tuesday,EAST AND MABERLEY,Mechanical,32,2024-04-16,4,14
900,Friday,KIPLING STATION,Mechanical,16,2024-03-08,3,14
903,Saturday,SCARBOROUGH TOWN CENTR,Vision,30,2024-04-20,4,9
31,Monday,BIRCHMOUNT AND KINGSTO,Mechanical,30,2024-03-25,3,13
95,Wednesday,PARKWOODS VILLAGE AND,Emergency Services,20,2024-02-28,2,12
129,Tuesday,KENNEDY AND LAWRENCE E,Mechanical,16,2024-08-27,8,13
12,Saturday,KINGSTON AND BRIMLEY,Operations - Operator,34,2024-07-27,7,18
12,Tuesday,BRIMLEY AND SKAGWAY AV,Emergency Services,40,2024-01-02,1,18
7,Saturday,BATHURST AND LAWRENCE,Mechanical,20,2024-02-03,2,21
100,Sunday,OVERLEA AND LEASIDE,Mechanical,16,2024-02-25,2,15
68,Friday,MAJOR MACKENZIE AND WA,Security,48,2024-03-08,3,6
85,Thursday,DON MILLS STATION,Mechanical,32,2024-04-11,4,7
165,Thursday,KEELE AND WILSON,Mechanical,12,2024-05-16,5,7
39,Thursday,HAROLD EVANS AND TEMPO,Mechanical,36,2024-09-12,9,16
102,Sunday,WARDEN STATION,Operations - Operator,40,2024-07-21,7,8
114,Monday,BAY AND FRONT,General Delay,33,2024-06-10,6,8
96,Sunday,WILSON STATION,Security,40,2024-06-16,6,1
106,Thursday,SENTINEL AND GRANDRAVI,Operations - Operator,30,2024-01-11,1,16
939,Tuesday,FINCH AND BLACKBIRD GA,Mechanical,24,2024-02-20,2,16
927,Monday,ROYAL CREST AND HIGHWA,Mechanical,20,2024-01-08,1,14
925,Thursday,PAPE STATION,Mechanical,16,2024-02-01,2,17
116,Wednesday,KENNEDY STATION,Operations - Operator,20,2024-01-17,1,11
35,Tuesday,JANE STATION,Security,20,2024-08-06,8,23
116,Saturday,MORNINGSIDE AND NIGHTS,Mechanical,20,2024-07-13,7,8
98,Monday,SHEPPARD AND BEECROFT,Operations - Operator,50,2024-05-27,5,15
86,Tuesday,LAWRENCE AND MORNINGSI,Mechanical,40,2024-06-18,6,14
968,Tuesday,WARDEN STATION,Utilized Off Route,22,2024-01-30,1,8
116,Friday,MORNINGSIDE AND MILNER,Operations - Operator,16,2024-09-13,9,18
7,Friday,BATHURST STATION,Mechanical,16,2024-08-16,8,7
104,Thursday,WILSON STATION,Mechanical,16,2024-02-29,2,11
123,Saturday,EVANS AND BROWNS LINE,Mechanical,20,2024-02-03,2,14
7,Tuesday,BATHURST AND SHEPPARD,Mechanical,20,2024-06-25,6,18
925,Saturday,STEELES AND HIGHWAY 40,Mechanical,20,2024-06-08,6,8
107,Monday,ALLNESS AND STEELES,Mechanical,48,2024-09-09,9,6
44,Thursday,KIPLING STATION,General Delay,14,2024-03-28,3,17
14,Wednesday,DAVISVILLE STATION,Utilized Off Route,44,2024-05-22,5,14
47,Sunday,LANSDOWNE AND ST CLAIR,Collision - TTC,40,2024-09-08,9,16
116,Wednesday,KINGSTON AND SCARBOROU,Emergency Services,14,2024-05-08,5,9
129,Wednesday,MCCOWAN AND STEELES,Mechanical,17,2024-01-24,1,20
23,Monday,DAWES AND FERRIS,Mechanical,18,2024-06-24,6,19
339,Tuesday,FINCH AVENUE EAST AND,Mechanical,36,2024-05-14,5,4
12,Thursday,VICTORIA PARK STATION,Mechanical,40,2024-08-29,8,6
86,Sunday,MEADOWVALE LOOP,Cleaning - Unsanitary,20,2024-09-29,9,0
41,Tuesday,KEELE AND REGIS,Collision - TTC,20,2024-09-24,9,15
47,Friday,YORKDALE GO TERMINAL,Operations - Operator,36,2024-08-30,8,11
20,Wednesday,KENNEDY STATION,Mechanical,40,2024-01-10,1,17
63,Wednesday,OAKWOOD LOOP,Operations - Operator,20,2024-05-22,5,19
47,Saturday,LANSDOWNE AND DAVENPOR,Mechanical,20,2024-05-11,5,20
23,Thursday,PLAXTON AND ST CLAIR,Collision - TTC,18,2024-06-13,6,8
24,Tuesday,VICTORIA PARK AND EGLI,Security,20,2024-08-27,8,0
53,Friday,FINCH AND CHEROKEE,Mechanical,24,2024-06-07,6,14
129,Friday,SCARBOROUGH CENTRE STA,Mechanical,46,2024-05-17,5,18
84,Tuesday,SHEPPARD AND JANE,Operations - Operator,30,2024-06-18,6,17
60,Wednesday,FINCH STATION,Utilized Off Route,24,2024-03-20,3,21
97,Friday,ST CLAIR STATION,Vision,50,2024-07-05,7,17
52,Wednesday,SUNNYBROOK HOSPITAL,Operations - Operator,18,2024-07-03,7,14
95,Tuesday,ELLESMERE AND MORRISH,Mechanical,20,2024-09-17,9,17
165,Wednesday,WESTON AND SUNSET,Mechanical,20,2024-03-06,3,23
31,Tuesday,GERRARD AND GREENWOOD,Mechanical,30,2024-07-30,7,13
37,Sunday,ISLINGTON STATION,Mechanical,44,2024-06-02,6,10
200,Saturday,TORONTO ZOO,Mechanical,40,2024-09-28,9,11
123,Saturday,BROWN'S LINE AND VALER,Diversion,48,2024-01-13,1,17
935,Wednesday,JANE STREET STATION,Emergency Services,20,2024-07-24,7,6
96,Friday,HUMBERLINE AND FINCH,Operations - Operator,32,2024-02-23,2,13
952,Tuesday,EGLINTON AND AVENUE,Utilized Off Route,24,2024-09-24,9,15
165,Wednesday,FINCH AND WESTON,Operations - Operator,10,2024-07-03,7,13
929,Friday,DUFFERIN AND LAWRENCE,Operations - Operator,16,2024-07-12,7,17
903,Tuesday,KENNEDY STATION,Vision,20,2024-03-19,3,15
38,Monday,LAWSON AND BRUMWELL,Mechanical,30,2024-08-19,8,6
47,Thursday,LANSDOWNE STATION,Operations - Operator,20,2024-02-22,2,18
105,Monday,DUFFERIN AND FINCH,Mechanical,32,2024-03-18,3,20
75,Wednesday,QUEENS QUAY AND RICHAR,Collision - TTC,16,2024-05-08,5,17
11,Tuesday,ROE LOOP,Security,20,2024-09-17,9,19
47,Monday,EARLS COURT LOOP,Operations - Operator,36,2024-08-26,8,14
7,Monday,BATHURST AND NINA,Operations - Operator,20,2024-08-19,8,13
29,Tuesday,SPRINGHURST LOOP,Mechanical,16,2024-05-28,5,10
320,Tuesday,YONGE AND FINCH,Security,10,2024-04-30,4,3
106,Monday,SHEPPARD WEST STATION,Mechanical,20,2024-09-09,9,12
36,Friday,FINCH AND ISLINGTON,Collision - TTC,11,2024-06-14,6,7
83,Tuesday,DONLANDS AND DANFORTH,Collision - TTC,30,2024-04-16,4,17
65,Friday,QUEENS QUAY AND BONNYC,Operations - Operator,30,2024-03-08,3,19
86,Monday,CORONATION AND MANSE,Mechanical,40,2024-04-15,4,10
95,Thursday,VICTORIA AND PARKWOOD,Security,20,2024-05-09,5,5
52,Wednesday,EGLINTON STATION,Collision - TTC,36,2024-08-14,8,20
22,Monday,COXWELL AND GERRARD,Diversion,20,2024-01-15,1,6
86,Tuesday,KENNEDY STATION,Operations - Operator,40,2024-05-07,5,10
121,Friday,FRONT AND BAY,Operations - Operator,35,2024-08-23,8,9
60,Tuesday,YONGE AND CONNAUGHT,Emergency Services,41,2024-02-20,2,2
984,Monday,SHEPPARD AND WILSON HE,Mechanical,22,2024-02-26,2,14
41,Saturday,KEELE AND YPRES,Mechanical,20,2024-01-20,1,14
42,Monday,CUMMER AND YONGE,Mechanical,18,2024-09-16,9,8
96,Saturday,CARRIER LOOP,Mechanical,40,2024-04-27,4,22
937,Thursday,EAST MALL AND GIBBS,Security,28,2024-04-04,4,6
64,Saturday,SOUTHWOOD AND GLEN AME,General Delay,24,2024-01-06,1,19
939,Saturday,KENNEDY STATION,Mechanical,30,2024-09-14,9,14
105,Saturday,SHEPPARD WEST STATION,Mechanical,30,2024-03-30,3,9
43,Friday,KENNEDY AND HUNTINGWOO,Security,1,2024-05-31,5,18
32,Thursday,EGLINTON STATION,Operations - Operator,24,2024-07-18,7,12
36,Thursday,FINCH AND RUMIKE,Mechanical,12,2024-08-15,8,6
116,Thursday,MORNINGSIDE AND WARMSW,Collision - TTC,20,2024-08-15,8,9
154,Monday,MILITARY TRAIL AND ELL,Mechanical,44,2024-09-16,9,21
36,Sunday,FINCH AND WESTON,Operations - Operator,12,2024-02-11,2,15
57,Monday,NORTH SERVICE AND EGLI,Mechanical,50,2024-01-01,1,22
52,Monday,LAWRENCE WEST STN,Mechanical,30,2024-08-12,8,10
113,Monday,DANFORTH AND ELDON,Diversion,46,2024-06-10,6,21
47,Saturday,YORKDALE STATION,Vision,40,2024-04-20,4,23
36,Tuesday,FINCH AND WESTON,Mechanical,12,2024-09-10,9,12
73,Wednesday,ISLINGTON AND ALBION,Mechanical,48,2024-02-21,2,15
161,Wednesday,ROCKCLIFF AND ALLIANCE,Operations - Operator,40,2024-01-03,1,11
960,Wednesday,STEELES AND KIPLING,Cleaning - Unsanitary,14,2024-08-07,8,18
32,Thursday,EGLINTON WEST AND EMME,Mechanical,20,2024-06-13,6,16
903,Thursday,KENNEDY STATION,Mechanical,20,2024-02-01,2,17
36,Wednesday,FINCH WEST AND ARROW,Operations - Operator,6,2024-06-12,6,7
36,Saturday,FINCH EAST OF ISLINGTO,Mechanical,14,2024-02-10,2,11
52,Sunday,HOSPITAL AND WELLNESS,Vision,48,2024-09-01,9,20
64,Friday,MAIN STREET STATION,Mechanical,20,2024-09-27,9,10
45,Wednesday,KIPLING STATION,Collision - TTC,40,2024-07-31,7,15
64,Saturday,MAIN STREET STATION,Operations - Operator,24,2024-07-06,7,17
29,Sunday,DUFFERIN AND LAWRENCE,Operations - Operator,10,2024-08-11,8,16
35,Friday,LAWRENCE AND JANE,Mechanical,24,2024-01-19,1,19
939,Thursday,FINCH AND BAYVIEW,Security,30,2024-09-05,9,17
43,Thursday,MIDLAND AND STEELES,Utilized Off Route,20,2024-05-30,5,0
113,Sunday,DANFORTH AND LEYTON,General Delay,56,2024-02-04,2,8
64,Wednesday,MAIN STREET STATION,Vision,20,2024-01-31,1,15
35,Tuesday,PIONEER VILLAGE STATIO,Mechanical,24,2024-02-27,2,18
35,Friday,JANE AND STEELES,Mechanical,16,2024-02-23,2,21
53,Tuesday,STEELES AND MILLIKEN,Operations - Operator,11,2024-03-12,3,16
91,Wednesday,UNDERHILL AND DOONAREE,Security,30,2024-05-01,5,15
86,Saturday,KENNEDY STATION,Operations - Operator,20,2024-05-18,5,19
36,Thursday,FINCH WEST STATION,Mechanical,11,2024-03-28,3,13
165,Wednesday,SIGNET AND STEELES,Operations - Operator,16,2024-01-31,1,17
41,Monday,ROGERS AND SCOTT,Operations - Operator,24,2024-08-26,8,21
76,Saturday,ROYAL YORK STATION,Operations - Operator,18,2024-08-17,8,7
97,Thursday,YONGE AND CUMMER,Emergency Services,40,2024-08-08,8,17
85,Thursday,DON MILLS STATION,Mechanical,38,2024-06-13,6,5
36,Friday,KEELE WEST STATION,Mechanical,6,2024-06-07,6,7
34,Friday,EGLINTON STATION,Operations - Operator,15,2024-08-30,8,9
64,Sunday,MAIN STREET STATION,Mechanical,24,2024-04-14,4,17
32,Saturday,EGLINTON AND MARLEE,Utilized Off Route,24,2024-04-20,4,15
32,Friday,EGLINTON AND DUFFERIN,Mechanical,20,2024-02-23,2,14
29,Wednesday,DUFFERIN AND LAWRENCE,Vision,16,2024-06-05,6,18
69,Friday,WARDEN STATION,Diversion,64,2024-01-05,1,21
96,Friday,WILSON STATION,Operations - Operator,40,2024-04-19,4,19
300,Sunday,BLOOR AND MT PLEASANT,Security,26,2024-02-04,2,6
986,Friday,MEADOWVALE AND LAVERY,Security,24,2024-09-13,9,16
116,Friday,MORNINGSIDE AND OLD FI,Mechanical,16,2024-06-21,6,18
57,Friday,MIDLAND AND ELLESMERE,Mechanical,28,2024-02-09,2,16
14,Sunday,GLENCAIRN AND DALEMOUN,Operations - Operator,44,2024-09-08,9,17
36,Wednesday,FINCH STATION,Mechanical,12,2024-09-11,9,18
102,Wednesday,MARKHAM AND CASTLEMORE,Mechanical,44,2024-08-14,8,19
110,Wednesday,ISLINGTON AND NORSEMAN,Collision - TTC,54,2024-08-14,8,10
134,Monday,SHEPPARD AND WASHBURN,Collision - TTC,30,2024-06-24,6,16
97,Thursday,HILDA AND STEELES,Security,20,2024-04-11,4,20
11,Wednesday,SUNNYBROOK HOSPITAL,Security,46,2024-05-01,5,8
52,Sunday,PEARSON AIRPORT - TERM,Security,40,2024-02-11,2,21
29,Saturday,DUFFERIN AND ROSELAWN,Vision,10,2024-07-13,7,15
110,Wednesday,SUNNYBROOK HOSPITAL,Operations - Operator,46,2024-09-25,9,18
986,Thursday,EGLINTON AND MARKHAM,Security,24,2024-09-19,9,17
32,Sunday,EGLINTON AND DUFFERIN,Emergency Services,28,2024-07-14,7,0
108,Sunday,GRANDRAVINE AND KEELE,General Delay,44,2024-01-07,1,18
127,Saturday,DAVENPORT AND OSLER,Security,50,2024-04-20,4,7
35,Saturday,JANE AND DUNDAS,Collision - TTC,15,2024-06-01,6,11
19,Tuesday,BAY AND ELM,Emergency Services,50,2024-09-03,9,11
21,Tuesday,BRIMLEY AND EGLINTON,Operations - Operator,30,2024-02-06,2,17
41,Tuesday,MURRY ROSS AND YORK U,Diversion,20,2024-02-06,2,15
36,Friday,HUMBERWOOD AND VIEW GR,Mechanical,12,2024-08-02,8,16
35,Saturday,JANE AND STEELES,Operations - Operator,16,2024-07-20,7,11
63,Saturday,EGLINTON WEST STATION,Operations - Operator,14,2024-08-17,8,8
41,Wednesday,EGLINTON AND KEELE,Operations - Operator,20,2024-01-31,1,14
45,Thursday,KIPLING STATION,Operations - Operator,40,2024-09-19,9,7
939,Monday,TRITON AND BRIMLEY,Diversion,30,2024-04-15,4,18
29,Tuesday,DUFFERIN GATE,Mechanical,20,2024-06-25,6,11
36,Saturday,FINCH AND ALBION,Mechanical,30,2024-07-27,7,1
16,Sunday,SCARBOROUGH CENTRE STA,Operations - Operator,40,2024-01-21,1,23
320,Saturday,QUEENS QUAY AND BAY,Cleaning - Unsanitary,15,2024-03-09,3,6
95,Monday,YORK MILLS STATION,Cleaning - Unsanitary,32,2024-08-12,8,0
12,Thursday,KENNEDY STATION,Security,50,2024-02-29,2,11
21,Friday,SCARBOROUGH CENTRE STA,Mechanical,28,2024-07-26,7,8
84,Thursday,SHEPPARD AND ARROW,Mechanical,40,2024-07-04,7,9
131,Monday,SEWELLS AND MORNINGVIE,Mechanical,20,2024-06-17,6,14
935,Sunday,JANE AND WILSON,Operations - Operator,20,2024-01-07,1,14
320,Sunday,YONGE AND ST CLAIR,Emergency Services,10,2024-08-25,8,2
39,Tuesday,SEWELLS AND LITTLES,Mechanical,33,2024-05-14,5,19
16,Saturday,WARDEN STATION,Cleaning - Unsanitary,24,2024-04-13,4,19
108,Tuesday,SHEPPARD WEST AND WILL,Operations - Operator,40,2024-08-06,8,6
25,Tuesday,DON MILLS STATION,Mechanical,16,2024-01-23,1,20
24,Saturday,VICTORIA PARK AND ELLE,Cleaning - Unsanitary,40,2024-02-17,2,2
925,Monday,PAPE STATION,Utilized Off Route,18,2024-04-22,4,17
53,Monday,TAPSCOTT AND STEELES,Vision,13,2024-02-26,2,6
63,Tuesday,OAKWOOD AND ST CLAIR,Collision - TTC,14,2024-07-09,7,12
36,Thursday,FINCH AND KEELE,Collision - TTC,36,2024-08-08,8,7
95,Friday,YORK MILLS STATION,Utilized Off Route,20,2024-03-01,3,5
35,Tuesday,OLD MILL STATION,Mechanical,9,2024-07-30,7,14
929,Saturday,DUFFERIN AND KING,Operations - Operator,20,2024-05-11,5,13
984,Thursday,SHEPPARD WEST STATION,Utilized Off Route,22,2024-06-13,6,13
25,Tuesday,DON MIILS STATION,Investigation,26,2024-02-27,2,19
41,Saturday,PIONEER VILLAGE STATIO,Cleaning - Unsanitary,16,2024-04-27,4,16
35,Monday,JANE STATION,Cleaning - Unsanitary,20,2024-01-22,1,23
75,Friday,LOWER JARVIS AND QUEEN,Security,15,2024-03-01,3,11
65,Tuesday,CASTLE FRANK STATION,Utilized Off Route,20,2024-04-02,4,15
89,Monday,WESTON AND ALBION,Mechanical,14,2024-06-17,6,17
112,Saturday,QUEENSWAY GARAGE,Operations - Operator,38,2024-07-06,7,9
35,Thursday,JANE AND GORDON MACKAY,Collision - TTC,16,2024-02-08,2,12
25,Friday,PAPE STATION,Operations - Operator,22,2024-04-26,4,20
43,Wednesday,KENNEDY AND STEELES,Mechanical,20,2024-01-03,1,21
110,Wednesday,ISLINGTON AND EVANS,Operations - Operator,44,2024-05-15,5,19
63,Tuesday,OSSINGTON STATION,Mechanical,10,2024-06-18,6,14
939,Thursday,FINCH AND KENNEDY,Mechanical,26,2024-06-20,6,11
903,Monday,KENNEDY AND ELLESMERE,Operations - Operator,32,2024-07-22,7,17
17,Tuesday,BIRCHMOUNT AND MCNICOL,Operations - Operator,24,2024-07-02,7,13
95,Sunday,ELLESMERE AND MARKHAM,Mechanical,32,2024-09-15,9,10
78,Wednesday,CARLUKE AND FIFESHIRE,Operations - Operator,36,2024-05-29,5,6
105,Sunday,ALLEN AND SHEPPARD,Security,30,2024-09-15,9,12
80,Friday,QUEENSWAY AND ISLINGTO,Cleaning - Unsanitary,40,2024-07-12,7,7
116,Sunday,MORNINGSIDE AND HWY 40,Mechanical,16,2024-01-14,1,19
36,Wednesday,FINCH WEST STATION,Mechanical,12,2024-03-13,3,16
129,Friday,KENNEDY STATION,Operations - Operator,24,2024-01-12,1,5
32,Tuesday,EGLINTON STATION,Mechanical,30,2024-06-18,6,17
85,Tuesday,DON MILLS STATION,Mechanical,30,2024-09-17,9,13
64,Monday,MAIN STREET STATION,Vision,20,2024-06-17,6,9
937,Wednesday,ISLINGTON STATION,Utilized Off Route,20,2024-04-24,4,17
52,Thursday,LAWRENCE AND CULFORD,Security,40,2024-03-28,3,10
106,Sunday,SHEPPARD WEST STATION,Mechanical,30,2024-02-04,2,7
34,Saturday,KENNEDY STATION,Mechanical,22,2024-06-29,6,22
45,Friday,KIPLING STATION,Vision,20,2024-08-23,8,23
34,Thursday,KENNEDY STATION,Mechanical,40,2024-03-21,3,22
986,Monday,EGLINTON AND MARKHAM,Mechanical,24,2024-02-05,2,15
24,Friday,VICTORIA PARK AND ELVA,Security,20,2024-05-10,5,12
10,Wednesday,SHEPPARD EAST AND SHOR,Mechanical,32,2024-09-25,9,14
90,Thursday,JESMOND AND CEDRIC,Mechanical,16,2024-08-01,8,17
29,Wednesday,DUFFERIN AND LIBERTY,Mechanical,16,2024-04-17,4,21
44,Friday,KIPLING AND LAKESHORE,Mechanical,12,2024-08-23,8,18
985,Friday,SCARBOROUGH CENTRE STA,Investigation,24,2024-08-09,8,13
135,Wednesday,WARDEN AT FIRVALLEY,Mechanical,40,2024-05-01,5,11
52,Wednesday,AVENUE AND ROSELAWN,Cleaning - Unsanitary,20,2024-05-22,5,17
95,Friday,ELLESMERE AND PHARMACY,Mechanical,20,2024-01-12,1,18
960,Friday,STEELES AND DUFFERIN,Mechanical,50,2024-03-08,3,1
31,Tuesday,QUEEN AND ALTON,Mechanical,24,2024-06-04,6,18
41,Monday,KEELE AND GLENLAKE,Utilized Off Route,20,2024-04-29,4,21
7,Saturday,BATHURST AND REINER RD,Diversion,20,2024-04-06,4,22
38,Wednesday,KENNEDY STATION,Emergency Services,40,2024-09-11,9,0
929,Friday,WILSON AND DUFFERIN,Mechanical,16,2024-08-02,8,15
52,Monday,MARTIN GROVE AND THE W,Operations - Operator,18,2024-04-29,4,14
57,Sunday,KENNEDY STATION,Collision - TTC,44,2024-02-25,2,12
23,Thursday,DAWES AND ROSEVEAR,Mechanical,20,2024-06-06,6,16
81,Friday,THORNCLIFFE PARK AND O,Mechanical,12,2024-02-02,2,6
